"""Customer Provided Item"" cannot be Purchase Item also",&quot;Ikintu cyatanzwe nabakiriya&quot; ntigishobora no kugura Ikintu,
"""Customer Provided Item"" cannot have Valuation Rate",&quot;Ikintu cyatanzwe nabakiriya&quot; ntigishobora kugira igipimo cyagaciro,
"""Is Fixed Asset"" cannot be unchecked, as Asset record exists against the item","&quot;Ese Umutungo Uhamye&quot; ntushobora kugenzurwa, kuko inyandiko yumutungo ibaho kubintu",
'Based On' and 'Group By' can not be same,&#39;Bishingiye kuri&#39; na &#39;Itsinda By&#39; ntibishobora kuba bimwe,
'Days Since Last Order' must be greater than or equal to zero,&#39;Iminsi Kuva Iteka Ryanyuma&#39; igomba kuba irenze cyangwa ingana na zeru,
'Entries' cannot be empty,&#39;Ibyinjira&#39; ntibishobora kuba ubusa,
'From Date' is required,&#39;Kuva Itariki&#39; birasabwa,
'From Date' must be after 'To Date',&#39;Kuva Itariki&#39; igomba kuba nyuma y &#39;&#39; Itariki &#39;,
'Has Serial No' can not be 'Yes' for non-stock item,&#39;Ifite Serial Oya&#39; ntishobora kuba &#39;Yego&#39; kubintu bitari imigabane,
'Opening',&#39;Gufungura&#39;,
'To Case No.' cannot be less than 'From Case No.',&#39;Kuburanisha.&#39; ntishobora kuba munsi ya &#39;Kuva murubanza No.&#39;,
'To Date' is required,&#39;Kurambagiza&#39; birakenewe,
'Total','Byose',
'Update Stock' can not be checked because items are not delivered via {0},&#39;Kuvugurura ububiko&#39; ntibishobora kugenzurwa kuko ibintu bitatanzwe hakoreshejwe {0},
'Update Stock' cannot be checked for fixed asset sale,&#39;Kuvugurura ububiko&#39; ntibishobora kugenzurwa kugurisha umutungo utimukanwa,
) for {0},) kuri {0},
1 exact match.,Umukino 1.,
90-Above,90-Hejuru,
A Customer Group exists with same name please change the Customer name or rename the Customer Group,Itsinda ryabakiriya ribaho nizina rimwe nyamuneka uhindure izina ryabakiriya cyangwa uhindure izina ryitsinda ryabakiriya,
A Default Service Level Agreement already exists.,Amasezerano ya Serivisi asanzwe arahari.,
A Lead requires either a person's name or an organization's name,Ubuyobozi busaba izina ryumuntu cyangwa izina ryumuryango,
A customer with the same name already exists,Umukiriya ufite izina rimwe asanzweho,
A question must have more than one options,Ikibazo kigomba kugira amahitamo arenze imwe,
A qustion must have at least one correct options,Qustion igomba kuba ifite byibura inzira imwe yukuri,
A {0} exists between {1} and {2} (,A {0} ibaho hagati ya {1} na {2} (,
A4,A4,
API Endpoint,API Iherezo,
API Key,Urufunguzo rwa API,
Abbr can not be blank or space,Abbr ntishobora kuba ubusa cyangwa umwanya,
Abbreviation already used for another company,Amagambo ahinnye yakoreshejwe kubindi bigo,
Abbreviation cannot have more than 5 characters,Amagambo ahinnye ntashobora kugira inyuguti zirenga 5,
Abbreviation is mandatory,Amagambo ahinnye ni itegeko,
About the Company,Ibyerekeye Isosiyete,
About your company,Ibyerekeye sosiyete yawe,
Above,Hejuru,
Absent,Ntahari,
Academic Term,Igihe cy&#39;amasomo,
Academic Term: ,Igihe cy&#39;amasomo:,
Academic Year,Umwaka w&#39;Amashuri,
Academic Year: ,Umwaka w&#39;Amashuri:,
Accepted + Rejected Qty must be equal to Received quantity for Item {0},Yemerewe + Yanze Qty igomba kuba ingana numubare wakiriwe kubintu {0},
Access Token,Kwinjira,
