'Opening','Åbning',
'Total','Total',
'Update Stock' can not be checked because items are not delivered via {0},"'Opdater lager' kan ikke markeres, varerne ikke leveres via {0}",
90-Above,90-Above,
Default settings for selling transactions.,Standardindstillinger for at sælge transaktioner.,
Get Updates,Hent opdateringer,
Lead,Bly,
Lead Owner,Bly Owner,
Selling,Selling,
Selling Amount,Selling Beløb,
Standard Selling,Standard Selling,
Tax template for selling transactions.,Skat skabelon til at sælge transaktioner.,
{0} {1} created,{0} {1} creado,
{0} {1}: Cost Center is mandatory for Item {2},{0} {1}: Udgiftområde er obligatorisk for varen {2},
