DocType: Employee,Salary Mode,Modo de Salario
DocType: Item,Customer Items,Artículos de clientes
apps/erpnext/erpnext/accounts/doctype/account/account.py,Account {0}: Parent account {1} can not be a ledger,Cuenta {0}: Cuenta Padre {1} no puede ser una cuenta Mayor
DocType: Item,Default Unit of Measure,Unidad de Medida Predeterminada
DocType: SMS Center,All Sales Partner Contact,Todo Punto de Contacto de Venta
DocType: Department,Leave Approvers,Supervisores de Vacaciones
DocType: Employee,Rented,Alquilado
apps/erpnext/erpnext/shopping_cart/doctype/shopping_cart_settings/shopping_cart_settings.py,Currency is required for Price List {0},Se requiere de divisas para Lista de precios {0}
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js,Actual type tax cannot be included in Item rate in row {0},"El tipo de impuesto actual, no puede ser incluido en el precio del producto de la linea {0}"
DocType: Purchase Receipt Item,Required By,Requerido por
DocType: Account,Heads (or groups) against which Accounting Entries are made and balances are maintained.,Cuentas (o grupos) contra el que las entradas contables se hacen y los saldos se mantienen.
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py,Outstanding for {0} cannot be less than zero ({1}),Sobresaliente para {0} no puede ser menor que cero ({1} )
DocType: Leave Type,Leave Type Name,Nombre de Tipo de Vacaciones
apps/erpnext/erpnext/setup/doctype/naming_series/naming_series.py,Series Updated Successfully,Serie actualizado correctamente
DocType: Pricing Rule,Apply On,Aplique En
,Purchase Order Items To Be Received,Productos de la Orden de Compra a ser Recibidos
apps/erpnext/erpnext/utilities/transaction_base.py,Row #{0}: Rate must be same as {1}: {2} ({3} / {4}) ,Fila # {0}: Tasa debe ser el mismo que {1}: {2} ({3} / {4})
DocType: Employee Education,Year of Passing,Año de Fallecimiento
apps/erpnext/erpnext/hr/doctype/employee/employee.py,User {0} is already assigned to Employee {1},El usuario {0} ya está asignado a Empleado {1}
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Health Care,Cuidado de la Salud
DocType: Asset Maintenance Log,Periodicity,Periodicidad
DocType: Appraisal Goal,Score (0-5),Puntuación ( 0-5)
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py,Row {0}: {1} {2} does not match with {3},Fila {0}: {1} {2} no coincide con {3}
apps/erpnext/erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py,Row # {0}:,Fila # {0}:
DocType: Sales Invoice,Vehicle No,Vehículo No
DocType: Work Order Operation,Work In Progress,Trabajos en Curso
DocType: Daily Work Summary Group,Holiday List,Lista de Feriados
DocType: Cost Center,Stock User,Foto del usuario
DocType: Company,Phone No,Teléfono No
,Sales Partners Commission,Comisiones de Ventas
apps/erpnext/erpnext/accounts/doctype/account/account.js,This is a root account and cannot be edited.,Esta es una cuenta raíz y no se puede editar .
DocType: Rename Tool,"Attach .csv file with two columns, one for the old name and one for the new name","Adjuntar archivo .csv con dos columnas, una para el nombre antiguo y otro para el nombre nuevo"
apps/erpnext/erpnext/accounts/utils.py,{0} {1} not in any active Fiscal Year.,{0} {1} no en algún año fiscal activo.
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py,Stock cannot be updated against Delivery Note {0},Inventario no puede actualizarse contra Nota de Envio {0}
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Pension Funds,Fondos de Pensiones
DocType: SMS Center,All Sales Person,Todos Ventas de Ventas
DocType: Lead,Person Name,Nombre de la persona
DocType: Sales Invoice Item,Sales Invoice Item,Articulo de la Factura de Venta
DocType: Account,Credit,Crédito
DocType: POS Profile,Write Off Cost Center,Centro de costos de desajuste
DocType: Warehouse,Warehouse Detail,Detalle de almacenes
