 Address,Adresse,
 Amount,Beløp,
 Is Child Table,Er Underordnet Tabell,
 Name,Navn,
 Rate,Pris,
 Summary,Sammendrag,
"""Customer Provided Item"" cannot be Purchase Item also",Artikkel levert fra kunde kan ikke også være innkjøpsartikkel,
"""Customer Provided Item"" cannot have Valuation Rate",Artikkel levert fra kunde kan ikke ha verdisats,
"""Is Fixed Asset"" cannot be unchecked, as Asset record exists against the item","""Er anleggsmiddel"" kan ikke fjernes, siden det finnes en anleggsmiddelpost for artikkelen",
"""SN-01::10"" for ""SN-01"" to ""SN-10""","""SN-01::10"" for ""SN-01"" til ""SN-10""",
# In Stock,# På Lager,
# Req'd Items,# Påkrevde artikler,
%  Delivered,% Levert,
% Amount Billed,% Fakturert beløp,
% Billed,% Fakturert,
% Complete Method,% Fullført Metode,
% Completed,% Fullført,
% Delivered,% Levert,
% Finished Item Quantity,% Mengde ferdige artikler,
% Installed,% installert,
% Occupied,% Opptatt,
% Of Grand Total,% av totalsummen,
% Ordered,% Bestilt,
% Picked,% Plukket,
% Process Loss,% Prosess Tap,
% Progress,% Fremgang,
% Received,% Mottatt,
% Returned,% Returnert,
% of materials billed against this Sales Order,% av materialer fakturert mot denne salgsordren,
% of materials delivered against this Pick List,% av materialer levert i henhold til denne plukkelisten,
% of materials delivered against this Sales Order,% av materialer levert mot denne salgsordren,
'Account' in the Accounting section of Customer {0},Konto i regnskapsseksjonen for kunde: {0},
'Allow Multiple Sales Orders Against a Customer's Purchase Order',"""Tillat flere salgsordrer mot en kundes innkjøpsordre",
'Based On' and 'Group By' can not be same,«Basert på» og «Gruppér etter» kan ikke være det samme,
'Days Since Last Order' must be greater than or equal to zero,"""Dager siden siste bestilling"" må være større enn eller lik null",
'Default {0} Account' in Company {1},'Standard {0} konto' i Selskap {1},
'Entries' cannot be empty,"""Oppføringer"" kan ikke være tomme",
'From Date' is required,"""Fra dato"" er påkrevd",
'From Date' must be after 'To Date','Fra Dato' må være etter 'Til Date',
'Has Serial No' can not be 'Yes' for non-stock item,"""Har serienummer"" kan ikke være ""Ja"" for artikler som ikke er på lager",
"'Inspection Required before Delivery' has disabled for the item {0}, no need to create the QI","""Inspeksjon påkrevd før levering"" er deaktivert for artikkelen {0}, det er ikke nødvendig å opprette QI",
"'Inspection Required before Purchase' has disabled for the item {0}, no need to create the QI","""Inspeksjon påkrevd før kjøp"" er deaktivert for artikkelen {0}, det er ikke nødvendig å opprette QI",
'Opening','Åpning',
'To Date' is required,'Til dato' er påkrevd,
'To Package No.' cannot be less than 'From Package No.',"""Til pakkenr."" kan ikke være mindre enn ""Fra pakkenr.""",
'Update Stock' can not be checked because items are not delivered via {0},"""Oppdater lager"" kan ikke sjekkes fordi artiklene ikke leveres via {0}",
'Update Stock' cannot be checked for fixed asset sale,"""Oppdater lagerbeholdning"" kan ikke kontrolleres for salg av anleggsmidler",
'{0}' account is already used by {1}. Use another account.,'{0}' kontoen er allerede brukt av {1}. Bruk en annen konto.,
'{0}' should be in company currency {1}.,'{0}' skal være i selskapets valuta {1}.,
(Forecast),(Prognose),
(Hour Rate / 60) * Actual Operation Time,(Timepris / 60) * Faktisk driftstid,
(including),(inkludert),
* Will be calculated in the transaction.,* Vil bli beregnet i transaksjonen.,
0-30 Days,0–30 dager,
1 Loyalty Points = How much base currency?,1 lojalitetspoeng = Hvor mye basisvaluta?,
1 hr,1 t,
2 Yearly,2 årlig,
3 Yearly,3 årlig,
30 mins,30 min,
30-60 Days,30 - 60 dager,
6 hrs,6 t,
60-90 Days,60–90 dager,
90 Above,90 Over,
<b>From Time</b> cannot be later than <b>To Time</b> for {0},<b>Fra-tidspunktet</b> kan ikke være senere enn <b>Til-tidspunktet</b> for {0},
"<br>
<h4>Note</h4>
<ul>
<li>
You can use <a href=""https://jinja.palletsprojects.com/en/2.11.x/"" target=""_blank"">Jinja tags</a> in <b>Subject</b> and <b>Body</b> fields for dynamic values.
</li><li>
    All fields in this doctype are available under the <b>doc</b> object and all fields for the customer to whom the mail will go to is available under the  <b>customer</b> object.
</li></ul>
<h4> Examples</h4>
<!-- {% raw %} -->
<ul>
    <li><b>Subject</b>:<br><br><pre><code>Statement Of Accounts for {{ customer.customer_name }}</code></pre><br></li>
    <li><b>Body</b>: <br><br>
<pre><code>Hello {{ customer.customer_name }},<br>PFA your Statement Of Accounts from {{ doc.from_date }} to {{ doc.to_date }}.</code> </pre></li>
</ul>
<!-- {% endraw %} -->","<br>
<h4>Merknad</h4>
<ul>
<li>
Du kan bruke <a href=""https://jinja.palletsprojects.com/en/2.11.x/"" target=""_blank"">Jinja-tagger</a> i feltene <b>Emne</b> og <b>Brødtekst</b> for dynamiske verdier.
</li><li>
    Alle felt i denne dokumenttypen (DocType) er tilgjengelige under <b>doc</b> -objektet, og alle felt for kunden som e-posten skal sendes til er tilgjengelige under  <b>kunde</b> -objektet.
</li></ul>
<h4> Eksempler</h4>
<!-- {% raw %} -->
<ul>
    <li><b>Emne</b>:<br><br><pre><code>Regnskapsutskrift for {{ customer.customer_name }}</code></pre><br></li>
    <li><b>Hoveddel</b>: <br><br>
<pre><code>Hallo {{ customer.customer_name }},<br>Send inn kontoutskriften din fra {{ doc.from_date }} til {{ doc.to_date }}.</code> </pre></li>
</ul>
<!-- {% endraw %} -->",
"<div class=""columnHeading"">Other Details</div>","<div class=""columnHeading"">Andre detaljer</div>",
"<div class=""text-muted text-center"">No Matching Bank Transactions Found</div>","<div class=""text-muted text-center"">Ingen matchende banktransaksjoner funnet</div>",
"<div>
<h3> All dimensions in centimeter only </h3>
</div>","<div>
<h3>Alle mål er oppgitt i centimeter </h3>
</div>",
"<h3>About Product Bundle</h3>

<p>Aggregate group of <b>Items</b> into another <b>Item</b>. This is useful if you are bundling a certain <b>Items</b> into a package and you maintain stock of the packed <b>Items</b> and not the aggregate <b>Item</b>.</p>
<p>The package <b>Item</b> will have <code>Is Stock Item</code> as <b>No</b> and <code>Is Sales Item</code> as <b>Yes</b>.</p>
<h4>Example:</h4>
<p>If you are selling Laptops and Backpacks separately and have a special price if the customer buys both, then the Laptop + Backpack will be a new Product Bundle Item.</p>","<h3>Om buntartikkel</h3>

<p>Samle en gruppe <b>artikler</b> i en annen <b>artikkel</b>. Dette er nyttig hvis du samler en bestemt <b>artikkel</b> i en pakke og du har lager av de pakkede <b>artiklene</b>, men ikke den samlede <b>artikkelen</b>.</p>
<p><b>Buntartikkelen</b> vil ha <code>Er lagerartikkel</code> som <b>Nei</b> og <code>Er salgsartikkel</code> som <b>Ja.</b></p>
<h4>Eksempel:</h4>
<p>Hvis du selger bærbare datamaskiner og ryggsekker hver for seg og har en spesialpris hvis kunden kjøper begge deler, vil den bærbare datamaskinen + ryggsekken være en ny buntartikkel.</p>",
"<h3>Currency Exchange Settings Help</h3>
<p>There are 3 variables that could be used within the endpoint, result key and in values of the parameter.</p>
<p>Exchange rate between {from_currency} and {to_currency} on {transaction_date} is fetched by the API.</p>
<p>Example: If your endpoint is exchange.com/2021-08-01, then, you will have to input exchange.com/{transaction_date}</p>","<h3>Hjelp med innstillinger for valutaveksling</h3>
<p>Det er 3 variabler som kan brukes i endepunktet, resultatnøkkelen og i verdiene til parameteren.</p>
<p>Valutakurs mellom {from_currency} og {to_currency} på {transaction_date} hentes av API-et.</p>
<p>Eksempel: Hvis endepunktet ditt er exchange.com/2021-08-01, må du legge inn exchange.com/{transaction_date}</p>k",
