"""Customer Provided Item"" cannot be Purchase Item also","""الأصناف المقدمة من العملاء"" لا يمكن اعتبارها أصناف للشراء أيضًا"
"""Customer Provided Item"" cannot have Valuation Rate","""الأصناف المقدمة من العملاء"" لا يمكن ان تحتوي على معدل تقييم"
"""Is Fixed Asset"" cannot be unchecked, as Asset record exists against the item","""اصل ثابت"" لا يمكن أن يكون غير محدد، حيث يوجد سجل أصول مقابل العنصر"
'Based On' and 'Group By' can not be same,"على أساس' و""التصنيف حسب"" لا يمكن أن يكونا نفس الشيء"
'Days Since Last Order' must be greater than or equal to zero,"يجب أن تكون ""الأيام منذ آخر طلب"" أكبر من أو تساوي الصفر"
'Entries' cannot be empty,المدخلات لا يمكن أن تكون فارغة
From Date' is required,"مطلوب ""من تاريخ"""
'From Date' must be after 'To Date',"""من تاريخ "" يجب أن يكون بعد "" إلى تاريخ """
'Has Serial No' can not be 'Yes' for non-stock item,"""لهُ رقم تسلسل""  لا يمكن ان يكون ""نعم"" لعنصر غير قابل للتخزين"
'Opening',افتتاحي
'To Case No.' cannot be less than 'From Case No.','الى الحالة  رقم' لا يمكن أن يكون أقل من 'من الحالة رقم'
'To Date' is required,' إلى تاريخ ' مطلوب
'Total',"""المجموع"""
'Update Stock' can not be checked because items are not delivered via {0},"""تحديث المخزون"" لا يمكن التحقق منه لأنه لم يتم تسليم العناصر عن طريق {0}"
'Update Stock' cannot be checked for fixed asset sale,لا يمكن التحقق من ' تحديث المخزون' لبيع الأصول الثابتة
) for {0},) لـ {0}
1 exact match.,1 تطابق تام.
90-Above,90 و أكثر
A Customer Group exists with same name please change the Customer name or rename the Customer Group,مجموعة العملاء موجودة بنفس الاسم. برجاء تغيير اسم العميل أو اعادة تسمية مجموعة العملاء
A Default Service Level Agreement already exists.,اتفاقية مستوى الخدمة الافتراضية موجودة بالفعل.
A Lead requires either a person's name or an organization's name,يتطلب العميل المتوقع اسم شخص أو اسم مؤسسة
A customer with the same name already exists,يوجد عميل يحمل الاسم نفسه بالفعل
A question must have more than one options,يجب أن يكون للسؤال أكثر من خيار
A qustion must have at least one correct options,يجب أن يحتوي السؤال على خيار صحيح واحد على الأقل
A {0} exists between {1} and {2} (,{0} موجود بين {1} و {2} (
A4,A4
API Endpoint,نقطة اتصال API
API Key,مفتاح API
Abbr can not be blank or space,الاسم المختصر لا يمكن أن يكون فارغاً او مسافة
Abbreviation already used for another company,الاختصار يستخدم بالفعل لشركة أخرى
Abbreviation cannot have more than 5 characters,الاختصارات لا يمكن أن تكون أكثر من 5 حروف
Abbreviation is mandatory,الاسم المختصر إلزامي
About the Company,عن الشركة
About your company,عن شركتك
Above,فوق
