apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Pension Funds,د تقاعد فنډونه
DocType: Supplier Quotation,Rounding Adjustment (Company Currency,د تدارکاتو راټولول (د شرکت پیسو
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.js,Credit Account,کره محاسبه
DocType: Employee Tax Exemption Proof Submission,Submission Date,د سپارلو نېټه
apps/erpnext/erpnext/healthcare/doctype/clinical_procedure_template/clinical_procedure_template.js,Change Template Code,د کود کوډ بدل کړئ
DocType: Expense Claim,Total Sanctioned Amount,ټولې منل شوې پیسې
DocType: Email Digest,New Expenses,نوي لګښتونه
apps/erpnext/erpnext/healthcare/doctype/patient_appointment/patient_appointment.py,Healthcare Practitioner not available on {0},د روغتیا پاملرنې پریکړه کوونکی په {0}
DocType: Delivery Note,Transport Receipt No,د ټرانسپورت رسید
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Administrative Officer,اداري افسر
DocType: Opportunity,Probability (%),احتمال (٪)
DocType: Soil Texture,Silty Clay Loam,د سپیټ مټ لوام
apps/erpnext/erpnext/erpnext_integrations/doctype/woocommerce_settings/woocommerce_settings.py,WooCommerce Products,د کامروکار محصولات
apps/erpnext/erpnext/accounts/doctype/cheque_print_template/cheque_print_template.js,Account Pay Only,حساب یواځې پیسې
apps/erpnext/erpnext/regional/doctype/gstr_3b_report/gstr_3b_report.html,Cess,Cess
apps/erpnext/erpnext/config/settings.py,"Set Default Values like Company, Currency, Current Fiscal Year, etc.",اصلي ارزښتونه لکه څنګه چې د شرکت، اسعارو، اوسنۍ مالي کال او داسې نور.
apps/erpnext/erpnext/config/projects.py,Time Tracking,د وخت تعقیب
DocType: Employee Education,Under Graduate,د فراغت لاندې
DocType: Request for Quotation Item,Supplier Part No,د سپلویر برخه
DocType: Journal Entry Account,Party Balance,د ګوند بیلانس
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Source of Funds (Liabilities),د بودیجو سرچینې (مکلفیتونه)
DocType: Payroll Period,Taxable Salary Slabs,د مالیې وړ معاش تناسب
DocType: Support Settings,Support Settings,د ملاتړ ترتیبونه
apps/erpnext/erpnext/manufacturing/doctype/work_order/work_order.js,Please enter Production Item first,مهرباني وکړئ لومړی تولید تولید توکي وليکئ
DocType: Quiz,Grading Basis,د رتبو بنسټونه
DocType: Stock Entry Detail,Basic Amount,بنسټیز مقدار
DocType: Journal Entry,Pay To / Recd From,تادیه / ریکارډ
DocType: BOM,Scrap Material Cost,د سکرو موادو لګښت
DocType: Material Request Item,Received Quantity,ترلاسه شوي مقدار
,Sales Person-wise Transaction Summary,د پلور پلور شخصیت - لیږد لنډیز
DocType: Work Order,Actual Operating Cost,اصلی عملیاتي لګښت
apps/erpnext/erpnext/selling/doctype/pos_closing_voucher/closing_voucher_details.html,Mode of Payments,د تادیاتو موډل
DocType: Stock Entry,Send to Subcontractor,فرعي قراردادي ته لیږل
DocType: Purchase Invoice,Select Shipping Address,د لېږد پته وټاکئ
DocType: Student,AB-,AB-
apps/erpnext/erpnext/public/js/hub/marketplace.js,Some emails are invalid,ځینې برېښلیکونه ناباوره دي
DocType: Asset,Calculate Depreciation,د استهالک محاسبه کول
DocType: Academic Term,Term Name,د اصطلاح نوم
DocType: Question,Question,پوښتنه
DocType: Employee Tax Exemption Declaration Category,Exemption Sub Category,د معافیت فرعي کټګورۍ
apps/erpnext/erpnext/www/all-products/item_row.html,More Details,نور جزئيات
DocType: Salary Component,Earning,عاید
DocType: Restaurant Order Entry,Click Enter To Add,د اضافو لپاره داخل کړه کلیک کړه
DocType: Employee Group,Employee Group,د کارګر ګروپ
DocType: Currency Exchange,Specify Exchange Rate to convert one currency into another,د تبادلې نرخ مشخص کړئ د یو پیسو بدلول بل ته بدل کړئ
