DocType: Employee,Salary Mode,Modo de Salário
apps/erpnext/erpnext/hub_node/doctype/hub_settings/hub_settings.py +96,Items already synced,Itens já sincronizado
DocType: Buying Settings,Allow Item to be added multiple times in a transaction,Permitir item a ser adicionado várias vezes em uma transação
apps/erpnext/erpnext/support/doctype/warranty_claim/warranty_claim.py +33,Cancel Material Visit {0} before cancelling this Warranty Claim,Anular Material de Visita {0} antes de cancelar esta solicitação de garantia
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +19,Consumer Products,Produtos para o Consumidor
DocType: Item,Customer Items,Itens de clientes
DocType: Project,Costing and Billing,Custos e Faturamento
apps/erpnext/erpnext/accounts/doctype/account/account.py +52,Account {0}: Parent account {1} can not be a ledger,Conta {0}: A Conta Superior {1} não pode ser um livro-razão
DocType: Item,Publish Item to hub.erpnext.com,Publicar Item para hub.erpnext.com
apps/erpnext/erpnext/config/setup.py +88,Email Notifications,Notificações por Email
DocType: SMS Center,All Sales Partner Contact,Todos os Contatos de Parceiros de Vendas
DocType: Employee,Leave Approvers,Aprovadores de Licença
DocType: Purchase Order,PO-,PC-
DocType: POS Profile,Applicable for User,Aplicável para o usuário
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.py +192,"Stopped Production Order cannot be cancelled, Unstop it first to cancel","Parou ordem de produção não pode ser cancelado, desentupir-lo primeiro para cancelar"
apps/erpnext/erpnext/accounts/doctype/asset/asset.js +231,Do you really want to scrap this asset?,Você realmente quer se desfazer deste ativo?
apps/erpnext/erpnext/shopping_cart/doctype/shopping_cart_settings/shopping_cart_settings.py +37,Currency is required for Price List {0},É necessário informar a Moeda na Lista de Preço {0}
DocType: Job Applicant,Job Applicant,Candidato à Vaga
apps/erpnext/erpnext/buying/doctype/supplier/supplier_dashboard.py +6,This is based on transactions against this Supplier. See timeline below for details,Isto é baseado nas transações envolvendo este Fornecedor. Veja a linha do tempo abaixo para maiores detalhes
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +34,Legal,Legal
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js +174,Actual type tax cannot be included in Item rate in row {0},Tipo de imposto real não pode ser incluído na tarifa do item na linha {0}
DocType: Purchase Receipt Item,Required By,Entrega em
DocType: Delivery Note,Return Against Delivery Note,Devolução contra Guia de Remessa
DocType: Purchase Order,% Billed,Faturado %
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py +43,Exchange Rate must be same as {0} {1} ({2}),Taxa de câmbio deve ser o mesmo que {0} {1} ({2})
apps/erpnext/erpnext/setup/setup_wizard/setup_wizard.py +131,Bank account cannot be named as {0},A conta bancária não pode ser nomeada como {0}
DocType: Account,Heads (or groups) against which Accounting Entries are made and balances are maintained.,Heads (ou grupos) contra o qual as entradas de Contabilidade são feitas e os saldos são mantidos.
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +196,Outstanding for {0} cannot be less than zero ({1}),Excelente para {0} não pode ser inferior a zero ( {1})
DocType: Manufacturing Settings,Default 10 mins,Padrão 10 minutos
DocType: Leave Type,Leave Type Name,Nome do Tipo de Licença
apps/erpnext/erpnext/templates/pages/projects.js +62,Show open,Mostrar aberta
apps/erpnext/erpnext/templates/includes/cart/cart_dropdown.html +18,Checkout,Finalizar Compra
apps/erpnext/erpnext/hr/doctype/process_payroll/process_payroll.py +179,Accural Journal Entry Submitted,Entrada de Diário de Acréscimo Enviada
DocType: Pricing Rule,Apply On,Aplicar em
DocType: Item Price,Multiple Item prices.,Vários preços do item.
,Purchase Order Items To Be Received,"Itens Comprados, mas não Recebidos"
DocType: SMS Center,All Supplier Contact,Todos os Contatos de Fornecedor
DocType: Support Settings,Support Settings,Configurações do Pós Vendas
apps/erpnext/erpnext/projects/doctype/project/project.py +65,Expected End Date can not be less than Expected Start Date,A Data Prevista de Término não pode ser menor que a Data Prevista de Início
apps/erpnext/erpnext/utilities/transaction_base.py +110,Row #{0}: Rate must be same as {1}: {2} ({3} / {4}) ,Linha # {0}: O Valor deve ser o mesmo da {1}: {2} ({3} / {4})
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +282,New Leave Application,Aplicação deixar Nova
,Batch Item Expiry Status,Status do Vencimento do Item do Lote
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +153,Bank Draft,Cheque Administrativo
DocType: Mode of Payment Account,Mode of Payment Account,Modo de pagamento da conta
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +546,Accounts table cannot be blank.,Tabela de Contas não pode estar vazia.
DocType: Employee Education,Year of Passing,Ano de passagem
apps/erpnext/erpnext/templates/includes/product_page.js +24,In Stock,Em Estoque
apps/erpnext/erpnext/setup/doctype/email_digest/templates/default.html +46,Open Issues,Incidentes Abertos
DocType: Production Plan Item,Production Plan Item,Item do Planejamento de Produção
apps/erpnext/erpnext/hr/doctype/employee/employee.py +144,User {0} is already assigned to Employee {1},Usuário {0} já está atribuído ao Colaborador {1}
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +31,Health Care,Plano de Saúde
apps/erpnext/erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py +65,Delay in payment (Days),Atraso no Pagamento (Dias)
apps/erpnext/erpnext/hr/report/vehicle_expenses/vehicle_expenses.py +26,Service Expense,Despesa com Manutenção de Veículos
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js +816,Invoice,Nota Fiscal
apps/erpnext/erpnext/accounts/report/trial_balance/trial_balance.py +21,Fiscal Year {0} is required,Ano Fiscal {0} é necessário
DocType: Appraisal Goal,Score (0-5),Pontuação (0-5)
